Issue id,Summary,Status,Priority,Resolution,Description
214223,SCM - TreeError [SCM Tree Repo] Data tree node not found: [object Object],,,completed,1. Workspace/folder that contains multiple git repositories 2. Select the 3rd repository from the list of repositories 3. Reload the window multiple times and you might see the following error in the console ``` ERR TreeError [SCM Tree Repo] Data tree node not found: [object Object]: Error: TreeError [SCM Tree Repo] Data tree node not found: [object Object] at WorkbenchCompressibleAsyncDataTree.getDataNode (vscode-file://vscode-app/Users/lszomoru/Source/microsoft/vscode/out/vs/base/browser/ui/tree/asyncDataTree.js:568:23) at WorkbenchCompressibleAsyncDataTree.hasElement (vscode-file://vscode-app/Users/lszomoru/Source/microsoft/vscode/out/vs/base/browser/ui/tree/asyncDataTree.js:399:46) at vscode-file://vscode-app/Users/lszomoru/Source/microsoft/vscode/out/vs/workbench/contrib/scm/browser/scmViewPane.js:2726:119 at Array.some (<anonymous>) at SCMViewPane.updateRepositoryCollapseAllContextKeys (vscode-file://vscode-app/Users/lszomoru/Source/microsoft/vscode/out/vs/workbench/contrib/scm/browser/scmViewPane.js:2726:99) at vscode-file://vscode-app/Users/lszomoru/Source/microsoft/vscode/out/vs/workbench/contrib/scm/browser/scmViewPane.js:2697:22 ```
214222,"Incorrect role is defined for ""More Action...(Shift+F9)""button as menuitem: A11y_VS Code_Settings_AI4D",,,completed,"""[Check out Accessibility Insights!](https://accessibilityinsights.io/) - Identify accessibility bugs before check-in and make bug fixing faster and easier."" ### GitHub Tags #A11yTCS; #A11ySev2; #WCAG4.1.2; #BM-VisualStudioCodeClient-Win32-Jan2024 ; #DesktopApp; #Visual Studio Code Client; #A11yMAS; #Name Role Value; #Win32; #AI4D; ### Environment Details: Application Name: Visual Studio Code Client Visual Studio Code: Version 1.89.1(User setup) ### Repro Steps: 1. Install VS Code 2. Install the Azure Machine Learning extension and sign in with appropriate Credentials. 3. Open the Command Palette via the keyboard command Ctrl+Shift+P (or Command+Shift+P for MacOS) 4. Type ""Open User Settings"" and select the option from the dropdown list called ""Preferences: Open User Settings"") and press enter 5. In the search box, type ""Azure Machine Learning"" 6. Tab until the list of settings is active 7. Use the up/down arrows to navigate between settings 8. Tab till ""More Action...shift+F9"" button and Verify whether the correct role is defined for ""More Action...(Shift+F9)""button or not. ### Actual Result: Incorrect role is defined for ""More Action...(Shift+F9)""button as menuitem. ### Expected "
214189,not specifying `maxResults` on `findTextInFiles`->`textSearchProvider` will use `MAX_INT` for `maxResults`,,,completed,"repro steps: 1. create an extension that implements `vscode.TextSearchProvider`. 2. Make a call for `findTextInFiles` via a command or something in your extension. DON'T set a value for the `maxResults` option. 3. Run your extension. Set a breakpoint in `provideTextSearchResults`. 5. In the debugger, notice that `maxResults` is `9007199254740991`. Ideally, we have a better default maxResults (probably the default for textSearch- 20 000)"
214137,`--unity-launch` option removal causes VSCode to ignore input file,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.89.1 dc96b837cf6bb4af9cd736aa3af08cf8279f7685 x64 - OS Version: Ubuntu 22.04 Steps to Reproduce: 1. run VSCode with `code --unity-launch some-file` 2. it prints `Warning: 'unity-"
214117,The feature page of vscode.html plugin is empty.,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.89.1 dc96b837cf6bb4af9cd736aa3af08cf8279f7685 x64 - OS Version: Edition Windows 11 Pro Version 23H2 Installed on ‎2023-‎11-‎28 OS build 22631.3593 Experience Windows Feature E"
214114,Sticky scope don't respect editor font,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.89.1 - OS Version: MacOS Ventura (though the same issue persists on windows & linux too) **Steps to Reproduce:** 1. Make sure ""editor.mouseWheelZoom"": true in settings. 2. Ope"
214092,`terminal.integrated.copyOnSelection:true` breaks clipboard when terminal search is active,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.89.1 - OS Version: Unbunt 22.04 / Macos Steps to Reproduce: - enable `terminal.integrated.copyOnSelection:true` - start a search in the terminal - start long running command (lik"
214071,Displaying markdown strings with code blocks mixed with other types of chat content results in the code blocks in the markdown being replaced.,,,completed,Steps to Reproduce: 1. Stream multiple markdown strings with code blocks interleaved with commands/warnings. (see sample chat extension https://github.com/bhavyaus/chat-sample) 2. Observe progressive streaming of chat content. The markdown code blocks at the beginning of the stream are replaced with the last streamed code block content. See below gif: ![Image](https://github.com/microsoft/vscode/assets/25044782/811df362-bfa2-4b3b-bc69-c6798c2171b7)
214069,Notebook connected to remote kernel and conflict between remote and local color-theme.,,,not_planned,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Difficult, because without extension I cannot reach the point. <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.89.1 - OS Version: Linux x64 4.19.0-24-amd64 Version: 1.89.1 Commit: dc96b837cf6bb4af9cd736aa3af08cf8279f7685 Date: 202"
214053,Searching dropdown menus breaks navigation with arrow keys,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: `v1.89.1` and `v1.90.0-insider` - OS Version: macOS Sonoma 14.5 After entering text into quick pick menus, it becomes impossible to move focus back to the text input with the arrow"
214049,Text comparison. Wrong vertical alignment of identical rows after delete-add section,,,completed,"[Playground reproduction](https://microsoft.github.io/monaco-editor/playground.html?source=v0.49.0#XQAAAAI4CgAAAAAAAABBqQkHQ5NjdMjwa-jY7SIQ9S7DNlzs5W-mwj0fe1ZCDRFc9ws9XQE0SJE1jc2VKxhaLFIw9vEWSxW3yscxH0d1fVciAJM8XEuX7Os378jBGtVLkr6ryuhqvky-XZ9Sy0vyFSI1m9lYQpwqOsaKmhydYWIo-9hGbv_4wlPFOnGxh5YACvuXa1JEzeEeBrCb3_Xh0aDDrfxCFGRhymExJnlxUwtpijxy4JleODVlBG64sAWE-xxtJ_HToL_CxpalCkLGC4hgj4Cntmk94U89fiErZVa4j7mPvzDWgL2qkdjOqzpWX6sCpxAFxoaUhXywf6Q79JYd9XTVII63uE60xeXbtcOaNFmPgq7fqMJdIasA56qFA3pCHI92csy47We5PR1l3en94eUS_L_oMJ0BXZeL44aUTikPtJyDJQaNAGdryEuV9NL-kIraiWU4lDvoAxsox2OiTPbrA5PCLG3TPTLtKMpwMgFzIndaRvzm_Z1kaCgKnSww5dR7Hz91KJxPf5qMCR-Cu2o6yj3zSW1l_VRBTMVLpGHEd-yVCgA5ykWzbdpC5dG8u55IiU7i-5c-uNRGRWq9hmRKIqCg7LOlKyVu2qZzh2u_RGycAyea-UkYvrHYamWw6odo6XW4YxtdmeExKH8-Mu5ePEgh66WvVvjg35uX5Q7FVNkpoWLWhtF4jRN27wZZIO3rtZ31dd0F9oj-eiwzmGGnkpuxQexL8KhXCCQ7dyHNc0qQ_li0K1PZuOH_lapSC76sdwGsVfX1uSJuzg2cQgbBTYq-KrdLRn7uxl92b8RbLO-7KE1bEe4ELEObo-tPvQd96Oef-AJMjIbbe3tRt9OPJR9V6qzRiV_r0AlziKEBw7T4bM8TmBP_zHsUw9bMkF6fS9LNAIleIPnaRCvwUQLD4T5tViaoDpY8v59kFuOJCXKmvtfcYHzljSPRgNiS_O6VU6Kkq0zaPolMvySO8YlV-kGoW97EqpuYz8NwccMwqh_-tO4i5u47Ahw4lfibOP_0dtJq). To verify the bugfix, check that in the newest version of the "
